year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,population,growth,log_growth
2015,744,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.5240059847773486,11179948.999999998,3594764.7094726563,2.509178876876831,0.6787316203117371,0.5016765594482422,0.3500973582267761,0.5078487992286682,0.3268541395664215,0.6397312879562378,0.5469924211502075,0.5240059847773486,0.5240059847773486,11060,11124.79843,0.0018115942028985507,0.0018099552452393861
2016,744,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.5890800888648383,11303944.999999998,3599436.044692993,2.567984104156494,0.7313505411148071,0.5016765594482422,0.3251875638961792,0.5512082576751709,0.32652753591537476,0.6392090916633606,0.5464482307434082,0.5890800888648383,0.5890800888648383,11073,11248.21688,0.0011754068716094033,0.0011747166217825078
2017,744,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.6709863965974882,11433442.999999998,3627147.674560547,2.611011743545532,0.7763873934745789,0.5016765594482422,0.3002365529537201,0.565841019153595,0.3160610795021057,0.6554015278816223,0.5544207096099854,0.6709863965974882,0.6709863965974882,11168.2611,11366.1744,0.008603007315090736,0.0085662123287481
2018,744,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.7290821844625274,11565201,3645834.445953369,2.6547598838806152,0.7716283798217773,0.5016765594482422,0.2945277988910675,0.6021981835365295,0.29892364144325256,0.6860079169273376,0.5832517147064209,0.7290821844625274,0.7290821844625274,11353.8865,11478.19259,0.016620796947521294,0.01648418317683763
2019,744,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.6729656792616648,11694719,3687084.436416626,2.699241399765014,0.7663432359695435,0.5016765594482422,0.2796659767627716,0.550633430480957,0.29438865184783936,0.6013343334197998,0.5171703100204468,0.6729656792616648,0.6729656792616648,NA,NA,NA,NA
1950,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.11622720555769175,20600616.47275297,9448390.96069336,1.1417694091796875,NA,0.3849981129169464,0.07042483240365982,0.04941862449049949,0.08912544697523117,0.11134310066699982,0.12611210346221924,0.11622720555769175,0.11622720555769175,2079,21121.639,NA,NA
1951,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,21134801.239326876,9580513.954162598,1.1495553255081177,NA,0.3849981129169464,0.06933922320604324,0.05376404151320457,0.08660620450973511,0.1270272433757782,0.1450334191322327,NA,0.0650550040969551,2299,21669.334,0.10582010582010581,0.10058723690516862
1952,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,21687174.146115977,9715079.307556152,1.1573941707611084,NA,0.3849981129169464,0.07417694479227066,0.05565968528389931,0.09044595062732697,0.11296971887350082,0.1536116600036621,NA,0.057181293279607234,2522,22235.677,0.09699869508481948,0.09257799176168324
1953,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,22267339.91521611,9856044.76928711,1.165286660194397,NA,0.3849981129169464,0.07588256895542145,0.05607443675398826,0.09262318909168243,0.118989497423172,0.16321119666099548,NA,0.06110892682502539,2745,22830.516,0.08842188739095956,0.08472883741876605
1954,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,22885018.607241426,10007218.36090088,1.1732327938079834,0.8019607663154602,0.3849981129169464,0.08396510779857635,0.06304387003183365,0.10169130563735962,0.14330507814884186,0.18635541200637817,NA,0.06823291015530836,2609,23463.817,-0.04954462659380692,-0.05081406880690252
1955,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,23548979.670179475,10171785.354614258,1.1812331676483154,0.8113368153572083,0.3849981129169464,0.09100212156772614,0.07119175791740417,0.1087535247206688,0.16639983654022217,0.2146585583686829,NA,0.07614850197903196,2754,24144.571,0.05557684936757378,0.05408739415187162
1956,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,24263726.887139697,9703111.64855957,1.1891695261001587,0.8045037388801575,0.3849981129169464,0.10546503216028214,0.07388980686664581,0.12323111295700072,0.18273983895778656,0.21385811269283295,NA,0.08398651671469438,2777,24877.395,0.008351488743645606,0.00831680801819934
1957,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,NA,25037694.85234688,9825796.127319336,1.1971590518951416,0.935871124267578,0.3849981129169464,0.11796364933252336,0.0693039670586586,0.13729435205459595,0.20828555524349213,0.1682344526052475,NA,0.09072728537704239,2920,25670.939,0.051494418437162404,0.05021240795552788
1958,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.09322270998210802,25851858.29117886,9950162.887573242,1.205202341079712,0.9821254014968872,0.3849981129169464,0.13409391045570374,0.06595584750175476,0.15393544733524325,0.10586367547512054,0.12925811111927032,0.09322270998210802,0.09322270998210802,2973,26505.694,0.018150684931506848,0.01798792773577035
1959,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.08008960871122231,26681004.575596727,10071168.899536133,1.2132996320724487,0.8968957662582397,0.3849981129169464,0.1712033748626709,0.09956756979227066,0.19337321817874908,0.12552478909492493,0.27614161372184753,0.08008960871122231,0.08008960871122231,3030,27355.811,0.01917255297679112,0.018991075505317236
1960,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.08764419073992474,27521068.952980015,10296373.36730957,1.2214514017105105,0.8457211256027222,0.3849981129169464,0.1026102751493454,0.06518357992172241,0.11552245914936066,0.17347072064876556,0.1675131469964981,0.08764419073992474,0.08764419073992474,3041,28217.122,0.0036303630363036304,0.0036237891739498967
1961,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1271229126802196,28313872.44234377,10414856.910705566,1.2343212366104126,0.8304631114006042,0.3849981129169464,0.05690665170550346,0.0371343120932579,0.06974964588880539,0.10133273899555206,0.09785088151693344,0.1271229126802196,0.1271229126802196,3022,29029.976,-0.006247944755014798,-0.006267544844679748
1962,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1271899112196831,29053875.074212607,10396369.934082031,1.2473266124725342,0.8383487462997437,0.3849981129169464,0.0631098821759224,0.03977811709046364,0.07141471654176712,0.115621417760849,0.1167796328663826,0.1271899112196831,0.1271899112196831,3142,29788.695,0.03970880211780278,0.03894067598288151
1963,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.13231783089768692,29756627.08527045,10552668.571472168,1.2604690790176392,0.8711646795272827,0.3849981129169464,0.06722413003444672,0.04170888289809227,0.07489308714866638,0.11921221762895584,0.12382076680660248,0.13231783089768692,0.13231783089768692,3374,30509.221,0.07383831954169319,0.07123944429034713
1964,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.12418020149256138,30457053.72297563,10687959.671020508,1.2737499475479126,0.8436509370803833,0.3849981129169464,0.06843554973602295,0.04315138608217239,0.08063480257987976,0.12409572303295135,0.12988080084323883,0.12418020149256138,0.12418020149256138,3453,31227.361,0.023414344991108477,0.023144434284078644
1965,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.15855162182942495,31162566.417277753,10787117.004394531,1.2871707677841189,0.8209234476089478,0.3849981129169464,0.07132686674594879,0.04524046555161476,0.08267796784639359,0.1336590051651001,0.13778801262378693,0.15855162182942495,0.15855162182942495,3481,31950.718,0.00810889081957718,0.008076190421446605
1966,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.16150668562694187,31871671.34833507,10914843.559265137,1.2919371128082275,0.8851871490478516,0.3849981129169464,0.0755145475268364,0.04807183146476745,0.08762072026729584,0.1413092315196991,0.1417490839958191,0.16150668562694187,0.16150668562694187,3824,32677.758,0.09853490376328641,0.09397738635985294
1967,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.16086725521069073,32587134.78028792,10935012.817382813,1.2967209815979004,0.8843908905982971,0.3849981129169464,0.08020670711994171,0.05258302390575409,0.09001334011554718,0.14154326915740967,0.1470637023448944,0.16086725521069073,0.16086725521069073,3929,33411.317,0.0274581589958159,0.02708794538716779
1968,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.16605096138842723,33321993.686300658,10983752.250671389,1.3015224933624268,0.8960764408111572,0.3849981129169464,0.08323538303375244,0.05467362701892853,0.09375297278165816,0.1435851752758026,0.15316380560398102,0.16605096138842723,0.16605096138842723,4122,34164.759,0.049121913973021125,0.04795354189194447
1969,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1614985881163527,34090122.17394463,11005599.02191162,1.3063418865203855,0.9080221056938172,0.3849981129169464,0.0887642502784729,0.05701259151101112,0.0950808897614479,0.1470522582530975,0.15904638171195984,0.1614985881163527,0.1614985881163527,4267,34952.315,0.03517709849587579,0.034572521737595535
1970,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.20237943947913956,34876303,11372816.08581543,1.3111791610717771,0.9291057586669922,0.3849981129169464,0.11690720170736311,0.0676899403333664,0.08881163597106934,0.1433572769165039,0.14809638261795044,0.20237943947913956,0.20237943947913956,4398,35758.382,0.030700726505741738,0.030238887926706527
1971,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1786565246878597,35720599,11580862.998962402,1.3206583261489868,0.908360719680786,0.3849981129169464,0.1053907573223114,0.06342025846242905,0.08317888528108597,0.13022886216640472,0.16545455157756803,0.1786565246878597,0.1786565246878597,4715,36579.964,0.07207821737153251,0.06959902395285128
1972,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.16265531021165125,36587261,11891639.709472656,1.330206036567688,0.922715961933136,0.3849981129169464,0.12441837787628174,0.06955619156360626,0.10240412503480913,0.16017496585845947,0.1958296895027161,0.16265531021165125,0.16265531021165125,4929,37492.953,0.045387062566277836,0.04438721163781985
1973,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.13161624059095042,37472336,12081873.893737791,1.339822769165039,0.9000403881072998,0.3849981129169464,0.15111611783504486,0.08212271332740784,0.12745264172554016,0.18786397576332092,0.2062058448791504,0.13161624059095042,0.13161624059095042,5050,38503.442,0.0245485899776831,0.0242521155640278
1974,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.12021948129958868,38370283,12363206.86340332,1.3495091199874878,1.0048270225524902,0.3849981129169464,0.22893308103084564,0.07023664563894272,0.14510582387447357,0.22954335808753967,0.28556931018829346,0.12021948129958868,0.12021948129958868,5353,39512.945,0.06,0.058268908123975824
1975,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.12463830088908748,39277257.99999999,12489052.772521973,1.3592654466629028,1.0405529737472534,0.3849981129169464,0.2620384395122528,0.08757932484149933,0.16544561088085177,0.24364252388477323,0.328237384557724,0.12463830088908748,0.12463830088908748,5719,40529.798,0.06837287502335139,0.06613681352193494
1976,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.12328261254268907,40189567,12662555.694580078,1.3805406093597412,1.0379891395568848,0.3849981129169464,0.2615819275379181,0.10554519295692444,0.17792710661888125,0.23933792114257813,0.31963419914245605,0.12328261254268907,0.12328261254268907,6110,41471.745,0.06836859590837559,0.06613280825032475
1977,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1471676263579061,41108297,13075785.636901855,1.402148723602295,0.9654501676559448,0.3849981129169464,0.2541884481906891,0.15529967844486237,0.21694743633270264,0.2896074056625366,0.3619699776172638,0.1471676263579061,0.1471676263579061,6271,42376.642,0.02635024549918167,0.026009058377379893
1978,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.15663602822222042,42039992,13267882.347106934,1.4240949153900146,0.9205984473228456,0.3849981129169464,0.28706663846969604,0.17516383528709412,0.21836711466312408,0.2914011776447296,0.4207473397254944,0.15663602822222042,0.15663602822222042,6350,43274.733,0.012597671822675809,0.012518981343716599
1979,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.1779420780921404,42994040.99999999,13488226.890563965,1.4463847875595093,0.8824174404144287,0.3849981129169464,0.3995051681995392,0.24668128788471225,0.29232266545295715,0.35204625129699707,0.5468973517417908,0.1779420780921404,0.1779420780921404,6204,44165.463,-0.022992125984251967,-0.023260567590307854
1980,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.24779536668721275,43975971,13692535.400390623,1.4690234661102295,0.8762108087539673,0.3849981129169464,0.3043297827243805,0.165341317653656,0.19541208446025848,0.3855052888393402,0.38069602847099304,0.24779536668721275,0.24779536668721275,6070,45047.973,-0.021598968407479047,-0.02183564024288544
1981,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.2571833783621057,44988414,13813305.854797363,1.5128366947174072,0.9447741508483888,0.3849981129169464,0.3002621531486511,0.15336553752422333,0.17281809449195862,0.3861210346221924,0.373722791671753,0.2571833783621057,0.2571833783621057,6201,46253.234,0.02158154859967051,0.021351964296333927
1982,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.2944553040279617,46025411,14318219.184875488,1.557956576347351,0.9042563438415528,0.3849981129169464,0.26141121983528137,0.15506891906261444,0.15252439677715302,0.3906045854091644,0.3795437812805176,0.2944553040279617,0.2944553040279617,6381,47464.184,0.02902757619738752,0.028614255518468905
1983,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.2923178561757348,47073471.99999999,14613952.63671875,1.6044222116470337,0.8889676928520203,0.3849981129169464,0.23589347302913663,0.1471395343542099,0.1394459307193756,0.3537646234035492,0.3528189957141876,0.2923178561757348,0.2923178561757348,6489,48660.621,0.01692524682651622,0.016783610752821553
1984,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.36882001564258976,48114155,14948913.57421875,1.652273654937744,0.8919326066970825,0.3849981129169464,0.21639429032802585,0.1438034176826477,0.11467673629522324,0.34113404154777527,0.3454580008983612,0.36882001564258976,0.36882001564258976,6736,49839.742,0.03806441670519341,0.037357841300994135
1985,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3835308271073988,49133936.99999999,15462635.040283203,1.701552152633667,0.8748099207878113,0.3849981129169464,0.22876812517642975,0.16342411935329437,0.1120169758796692,0.3462887704372406,0.34466907382011414,0.3835308271073988,0.3835308271073988,6958,50997.013,0.032957244655581946,0.03242579978972466
1986,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3268600361166129,50128541,16181818.008422852,1.7227784395217896,0.8798268437385559,0.3849981129169464,0.22823606431484225,0.209380105137825,0.114444799721241,0.3788093030452728,0.38823938369750977,0.3268600361166129,0.3268600361166129,7323,52127.339,0.05245760275941362,0.05112800334918248
1987,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3788743913844352,51100924,16909763.33618164,1.7423551082611084,0.94693261384964,0.3849981129169464,0.2649066746234894,0.17657621204853058,0.10396646708250046,0.408016562461853,0.4340838491916657,0.3788743913844352,0.3788743913844352,7838,53242.665,0.07032636897446402,0.06796361969850698
1988,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3876011231669416,52053765,17646844.8638916,1.762154221534729,0.9259627461433412,0.3849981129169464,0.2504568099975586,0.21874739229679108,0.10619733482599258,0.4351063668727875,0.44863343238830566,0.3876011231669416,0.3876011231669416,8019,54355.531,0.023092625669813727,0.022830026047451824
1989,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3033580555246787,52992487,18040060.04333496,1.7821784019470217,0.9156343340873718,0.3849981129169464,0.30349400639533997,0.23188550770282745,0.15081718564033508,0.4540688991546631,0.4698029160499573,0.3033580555246787,0.3033580555246787,7992,55462.482,-0.003367003367003367,-0.00337268447863923
1990,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.24747143293199136,53921760,17739168.167114258,1.8024300336837769,0.9864441156387328,0.3849981129169464,0.38021320104599,0.3028469681739807,0.243008553981781,0.4696460366249085,0.4839390516281128,0.24747143293199136,0.24747143293199136,8606,56560.676,0.07682682682682683,0.07401859307015551
1991,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.2718754124931775,54840590,18459106.4453125,1.812666893005371,0.9398893117904664,0.3849981129169464,0.3790225386619568,0.3504127562046051,0.2644519507884979,0.5078144073486328,0.5126928091049194,0.2718754124931775,0.2718754124931775,8658.3784,57740.37555,0.006086265396235138,0.006067818892039894
1992,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.29079496505115904,55748948,18524927.139282227,1.822961926460266,0.956602156162262,0.3849981129169464,0.377544105052948,0.3512365520000458,0.27716711163520813,0.4659278392791748,0.4729974567890167,0.29079496505115904,0.29079496505115904,9150.4346,58871.75983,0.05683006416074411,0.05527392211878247
1993,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.29777959709431573,56653804,17571063.995361328,1.833315372467041,1.0592350959777832,0.3849981129169464,0.3879125118255615,0.3637295663356781,0.2956138849258423,0.4655430316925049,0.4724254906177521,0.29777959709431573,0.29777959709431573,9865.3007,60002.87695,0.0781237319591355,0.07522224508305049
1994,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3929353157539252,57564204,18949985.50415039,1.843727707862854,0.942387878894806,0.3849981129169464,0.29707494378089905,0.3426695168018341,0.2013945579528809,0.46294277906417847,0.4864007234573364,0.3929353157539252,0.3929353157539252,9308.6954,61134.51579,-0.05642051032463707,-0.05807466793393821
1995,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.31682786110146866,58486456,19409660.33935547,1.8541990518569944,1.026469588279724,0.3849981129169464,0.3614851534366608,0.38521260023117065,0.22827304899692535,0.5011783242225647,0.5313025116920471,0.31682786110146866,0.31682786110146866,9962.5366,62272.97867,0.07023983188879496,0.06788276530990518
1996,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3272243268952843,59423282,19911075.592041016,1.8818238973617551,1.0644991397857666,0.3849981129169464,0.3352770209312439,0.427295446395874,0.24861234426498413,0.5126156806945801,0.5326445698738098,0.3272243268952843,0.3272243268952843,10644.634,63422.79313,0.06846623780533971,0.06622419752898277
1997,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3218448767607256,60372567.99999999,19832405.09033203,1.9098602533340456,1.061415672302246,0.3849981129169464,0.33644330501556396,0.4067457318305969,0.25514280796051025,0.48801469802856445,0.5138319134712219,0.3218448767607256,0.3218448767607256,11432.4368,64584.19154,0.07400938350722058,0.07139873301984721
1998,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.30312166106444793,61329676,20335327.1484375,1.938314437866211,0.9827948212623596,0.3849981129169464,0.36842161417007446,0.400913804769516,0.2535250186920166,0.4544033408164978,0.49525460600852966,0.30312166106444793,0.30312166106444793,11772.8301,65744.50319,0.02977434347155103,0.02933969423093435
1999,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,NA,0.3884916180097539,62287397,20566719.05517578,1.9671924114227295,0.8925058245658875,0.4040489196777344,0.35800862312316895,0.377421498298645,0.2627352476119995,0.4511430263519287,0.4854810833930969,0.3884916180097539,0.3884916180097539,11151.6736,66877.51862,-0.052761867344029635,-0.054204757368851574
2000,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.5131846937150166,0.371831817052705,63240193.99999999,20092596.05407715,1.9965006113052368,0.9438897967338562,0.3973994255065918,0.36842814087867737,0.3837403357028961,0.2267971038818359,0.4350327253341675,0.4828033149242401,0.5131846937150166,0.5131846937150166,11904.0082,67838.56716,0.06746382892698725,0.06528558163742458
2001,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.7550890192396283,0.7205998749283212,64192242.99999999,20012521.743774418,2.017451047897339,0.9767557978630066,0.37458983063697815,0.27278146147727966,0.3273961842060089,0.16337178647518158,0.42923781275749207,0.45395639538764954,0.7550890192396283,0.7550890192396283,10950.9921,68790.73712,-0.08005842099470334,-0.08344511203652942
2002,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.7150596511305348,0.6713739885142526,65145366.99999999,19854684.82971191,2.038621425628662,1.0677571296691897,0.37968751788139343,0.31725645065307617,0.434895932674408,0.1901000291109085,0.4366452991962433,0.44914358854293823,0.7150596511305348,0.7150596511305348,11753.9536,69673.41832,0.07332317407114204,0.07075960569230245
2003,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.6515954850160677,0.599853722727775,66089401.99999999,19667341.232299805,2.060014009475708,1.0027830600738523,0.38416650891304016,0.42127901315689087,0.49762675166130066,0.2676336169242859,0.4792488217353821,0.48531267046928406,0.6515954850160677,0.6515954850160677,12380.2068,70509.51563,0.05328021713476895,0.05190931088844983
2004,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.5715817000178828,0.5438285525294113,67010930,19571113.58642578,2.0816311836242676,1.0198278427124023,0.3820708394050598,0.4880500137805938,0.5526227355003357,0.31793153285980225,0.5243903398513794,0.5281959772109985,0.5715817000178828,0.5715817000178828,13423.7946,71358.42762,0.08429486008262797,0.08092987717546563
2005,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.5019596094731277,0.4879476465319179,67903469,20066986.083984375,2.1034748554229736,1.035889744758606,0.3818233013153076,0.5510581135749817,0.5604445338249207,0.37663307785987854,0.5288967490196228,0.544879674911499,0.5019596094731277,0.5019596094731277,14487.7583,72241.6039,0.07925953366419956,0.07627518901573051
2006,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.4422542954093115,0.43418022366146375,68756810,20446863.174438477,2.125199794769287,0.9906004667282104,0.3798083961009979,0.5557551980018616,0.49919381737709045,0.3673655092716217,0.5513157248497009,0.5619939565658569,0.4422542954093115,0.4422542954093115,15425.1887,73149.30113,0.06470499994467752,0.06269776543397851
2007,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.3775876480636644,0.3760916714634421,69581848,20766233.444213867,2.147148847579956,0.9450689554214478,0.3860806226730346,0.6482977271080017,0.5139767527580261,0.4187122881412506,0.5997307896614075,0.6068257093429565,0.3775876480636644,0.3775876480636644,16090.8348,74060.1499,0.043153190080585525,0.04224803971166545
2008,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.3774814760859837,0.37978312780819673,70418604,21225351.333618164,2.1693246364593506,0.9799706935882568,0.38566717505455017,0.6650475859642029,0.5861526131629944,0.44263678789138794,0.6614667773246765,0.6528374552726746,0.3774814760859837,0.3774814760859837,16182.7328,75003.41459,0.005711201509569859,0.005694954429110109
2009,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,NA,NA,0.43437396062340655,0.4392498801388154,71321399,21260082.244873047,2.1917295455932617,0.963351309299469,0.39881631731987,0.5786848068237305,0.5121445655822754,0.3844185769557953,0.6240577697753906,0.6087484359741211,0.43437396062340655,0.43437396062340655,15188.4204,76045.8667,-0.06144279908026405,-0.06341147551111036
2010,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.397622008698749,0.16350898707213407,0.39707210758802813,0.406063556783648,72326988,22581518.173217773,2.214365720748902,0.9476221203804016,0.41391974687576294,0.6183006167411804,0.515117883682251,0.40276655554771423,0.6334021687507629,0.6273358464241028,0.39707210758802813,0.39707210758802813,16528.1193,77210.154,0.08820528170263167,0.08452980867179609
2011,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.302630913488845,0.17446842617037045,0.3611125558276985,0.3694638784233437,73443249.99999999,24076166.1529541,2.2458407878875732,1.0017406940460205,0.4040435254573822,0.5950152277946472,0.5289468765258789,0.37644174695014954,0.6667211055755615,0.658551812171936,0.3611125558276985,0.3611125558276985,17919,78351.78193,0.08415238750122052,0.08079847201283491
2012,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.3360886176660236,0.18581655497534977,0.3239365929081902,0.33696362639713334,74651050,24798152.923583984,2.2777628898620605,0.9530035257339478,0.4233612716197967,0.5979760885238647,0.4894534945487976,0.3945389986038208,0.6664851307868958,0.6380674242973328,0.3239365929081902,0.3239365929081902,18170,79356.93907,0.014007478095875886,0.01391027998980119
2013,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.464709417099224,0.19850429355199087,0.31065400511822977,0.3214786791883613,75925462,25523000.71716309,2.3101391792297363,0.94512677192688,0.41650065779685974,0.6179581880569458,0.4865351617336273,0.4177111089229584,0.6873582601547241,0.6532724499702454,0.31065400511822977,0.31065400511822977,18788,80382.78579,0.03401210787011558,0.03344648575666893
2014,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.5051915048000633,0.18995851443398276,0.2843421160051441,0.29807662454064626,77229255.99999999,25931001.663208008,2.342975378036499,0.9073413014411926,0.42582911252975464,0.5919256210327148,0.4299095869064331,0.40867573022842407,0.6998456716537476,0.670634388923645,0.2843421160051441,0.2843421160051441,19277,81474.56903,0.026027251437087503,0.025694307250705543
2015,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.5811213167062692,0.18193521791573075,0.27327266277090523,0.28849975964946467,78529409,26619998.93188477,2.3762784004211426,0.9104684591293336,0.4294902980327606,0.5047808885574341,0.37412697076797485,0.3455980718135834,0.6392308473587036,0.6131856441497803,0.27327266277090523,0.27327266277090523,19836,82568.81662,0.028998288115370648,0.028585793211433227
2016,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.6921806936870254,0.1795484357005216,0.27919525088886993,0.2893336100451096,79827871,27204999.923706055,2.4100546836853027,0.8871467709541321,0.46627917885780334,0.5025522708892822,0.3837549686431885,0.34981685876846313,0.635809600353241,0.61356520652771,0.27919525088886993,0.27919525088886993,17906,83687.22624,-0.09729784230691672,-0.10236261641492321
2017,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.6898057195735503,0.17389943267971306,0.27941532683112863,0.27969901308173845,81116450,28188999.17602539,2.4443113803863525,0.9126307964324952,0.4428148865699768,0.46705806255340576,0.376051813364029,0.3047742545604706,0.652869462966919,0.6157581210136414,0.27941532683112863,0.27941532683112863,18995.8238,84779.51196,0.060863609963140754,0.059083302794915894
2018,186,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD,1.705091271881375,0.15116257051205903,0.300653638972836,0.2838997729498852,82340088,28740999.22180176,2.4790546894073486,0.9021745324134828,0.4368312656879425,0.4037420153617859,0.32919421792030334,0.2628714144229889,0.6743940114974976,0.6310025453567505,0.300653638972836,0.300653638972836,19270.2202,85934.89142,0.014445090820436093,0.014341754442845184
